idx,label,sentence1,sentence2
530,1,"At his sentencing , Avants had tubes in his nose and a portable oxygen tank beside him .","Avants , wearing a light brown jumpsuit , had tubes in his nose and a portable oxygen tank beside him ."
2029,0,"The benchmark 10-year note US10YT = RR slipped 16 / 32 in price , sending its yield to 4.48 percent from 4.42 percent late on Thursday .",The yield on the 10-year Treasury note rose to 4.46 % from 4.42 % late Thursday .
3684,1,"The chipset will operate in the 2.4-GHz band , and features radio signal interference prevention and low power consumption .",The 2.4 GHz radio frequency chipset features radio interference protection and low power consumption .
2782,0,The indictment supercedes a criminal complaint filed against Quattrone on April 23 with similar charges .,The indictment follows a criminal complaint filed by federal prosecutors on April 23 .
1425,1,The government says the changes are necessary if Israel is to compete successfully in the global marketplace and attract investment .,"However , the Israeli government argues that changes in Israel ’ s state-controlled economy are necessary if the state is to compete in the global marketplace ."
1369,0,"The state wants to lower wolf numbers in approximately a 1,700-square-mile area near the village of McGrath .","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts ."
2902,1,The stock has risen 44 cents in recent days .,The stock had risen 44 cents in the past four trading sessions .
1209,0,"The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath .","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts ."
3443,1,The WHO says the latest case does not fit its profile of SARS and is not a public health concern .,"The WHO has said the Singapore case did not fit its profile of SARS and was "" not an international public health concern . """
1082,1,They returned in 1999 after rebel raids on a neighboring Russian region and a series of deadly apartment-building bombings that were blamed on the rebels .,"In 1999 , troops returned after rebel raids on a neighbouring Russian region and a series of deadly apartment-house bombings in Russian cities that were blamed on the rebels ."
593,1,"After three months , Atkins dieters had lost an average of 14.7 pounds compared with 5.8 pounds in the conventional group .","Three months into the study , the Atkins group had lost an average of about 15 pounds , compared with five for the low-fat group ."
1272,1,"BT said the combination would have an immediate impact on subscriptions with 60,000 additional customers between September and March , 2004 .","BT said it expected the combination to reap 60,000 additional customers between September and March , 2004 ."
2642,1,""" She was crying and scared , ' said Isa Yasin , the owner of the store .",""" She was crying and she was really scared , "" said Yasin ."
3573,1,"The woman , Mary Kathryn Miller , 55 , was arrested by the state police on Nov. 20 and charged with first-degree larceny .","Mary Kathryn Miller , 55 , of 27 Devon Road , Darien , was arrested Nov. 20 by state police and charged with first-degree larceny ."
1543,1,"Janet Racicot heard the thud from the kitchen , where she was getting a glass of water , she said in an interview Tuesday .","His wife , Janet , said she heard the thud from the kitchen , where she was getting a glass of water ."
105,1,"Officials at Brandeis said this was an "" extremely heartrending "" time for the campus .",""" This is an extremely heartrending time for the entire Brandeis University community ."
2714,0,""" That obligation to pay rent continues unabated notwithstanding the heinous attacks of Sept . 11 and the destruction of 1 World Trade Center , "" the suit says .",""" That obligation to pay rent continues unabated notwithstanding the heinous attacks of 11 September , "" the suit says ."
1749,1,General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla .,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .
2246,0,"The broader Standard & Poor 's 500 Index .SPX fell 3 points , or 0.30 percent , to 995 .","The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 ."
685,1,He acted as an international executive producer on Who Wants to be a Millionaire and The Weakest Link .,A Melbourne TV producer who worked on shows including Who Wants To Be a Millionaire ?
3500,1,Auditors acknowledged the auditors did not look at priests ' personnel files .,"The auditors , for example , did not have access to church personnel files ."
1902,0,"About 24 percent of men who took placebo , or 1,147 men , developed prostate cancer .","The researchers found that 18 percent of the men who took finasteride , or 803 men , developed prostate cancer ."
3123,0,"The euro was at 1.5276 versus the Swiss franc , up 0.2 percent on the session , after hitting its highest since mid-2001 around 1.5292 earlier in the session .",The euro was steady versus the Swiss franc after hitting its highest since mid-2001 of 1.5261 earlier in the session .
2904,1,GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical .,"Georgia Bureau of Investigation spokesman John Bankhead said the crime scenes indicated that the killer was "" very methodical . """
2173,1,Vaccine makers have been thrust in the limelight following government programmes to encourage wider vaccination and fears of biological attacks on civilian and military targets .,Vaccine makers have been thrust into the limelight as government programs encourage wider vaccination amid fears of biological attacks .
188,1,At the time federal investigators were looking into how CFSB allocated shares of initial public stock offerings .,A federal grand jury and the Securities and Exchange Commission were looking into how the company allocated shares of initial public stock offerings .
1397,0,U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them .,"The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border , officials said ."
2426,1,"The single currency rose as far as 135.13 yen , matching a record high hit shortly after the euro 's launch in January 1999 .","The single currency rose as far as 135.26 yen , its highest level since the introduction of the single currency in January 1999 ."
3067,1,"The rule bars groups from airing ads that promote , support , attack or oppose a candidate at any time .","It upheld fallback rules that bar the same groups from airing ads that promote , support , attack or oppose a candidate at any time ."
1250,0,"But Davis adviser Roger Salazar said the governor 's focus is on his job , not the recall petition .","But Davis adviser Roger Salazar said the governor 's focus "" is on doing the work that he 's being paid to do . """
1705,1,"The stock closed Friday at $ 5.91 , down $ 1.24 , or 17 percent , on the Nasdaq Stock Market .","Shares of Brocade closed at $ 5.91 , down $ 1.24 , or 17.3 percent ."
3946,0,""" The public is understandably losing patience with these unwanted phone calls , unwanted intrusions , "" he said at a White House ceremony .",""" While many good people work in the telemarketing industry , the public is understandably losing patience with these unwanted phone calls , unwanted intrusions , "" Mr. Bush said ."
1200,1,Bloodsworth was ultimately cleared with evidence gathered from a semen stain on the victim 's panties .,"In 1993 , after nine years in prison , Bloodsworth was cleared with evidence gathered from a semen stain on the victim 's panties ."
1644,0,"The 30-year bond < US30YT = RR > firmed 24 / 32 , taking its yield to 4.18 percent , after hitting another record low of 4.16 percent .","The 30-year bond US30YT = RR firmed 14 / 32 , taking its yield to 4.19 percent from 4.22 percent ."
124,1,"Powell fired back : "" He 's accusing the president of a ludicrous act , "" he said .","If so , Powell said , he 's calling the president ludicrous , too ."
3938,0,"IDEC shareholders would own 50.5 percent of the stock of the combined company , and Biogen shareholders the remaining 49.5 percent .",The companies said Idec holders would own about 50.5 percent of the stock of the combined company .
3623,1,Two area lawmakers said Democrats might entice some Republicans to support a tax hike .,Two Inland Valley lawmakers revealed it might be possible for Democrats to entice some Republicans to support a tax hike .
1459,0,"Samudra claims the meeting agreed with this and fine-tuning was handed to Dulmatin , a bombmaker still on the run and so-called smiling Bali bomber , Amrozi .","He claims they agreed on this plot and that fine-tuning was handed to Dulmatin , a bombmaker who is still on the run ."
1334,1,The company also earned 14 cents a share a year earlier .,"A year ago , the company posted a profit of 12 cents a share ."
2206,1,The measures could be taken up by the full Senate as early as Friday .,Ratliff said he hopes to bring the two measures to the full Senate by Friday .
3991,1,"The updated 64-bit operating system , Windows XP 64-Bit Edition for 64-Bit Extended Systems , will run natively on AMD Athlon 64 processor-powered desktops and AMD Opteron processor-powered workstations .","Windows XP 64-bit Edition for 64-Bit Extended Systems will support AMD64 technology , running natively on AMD Athlon 64 powered desktops and AMD Opteron processor-powered workstations ."
3683,0,"Federal agent Bill Polychronopoulos said it was not known if the man , 30 , would be charged .",Federal Agent Bill Polychronopoulos said last night the man involved in the Melbourne incident had been unarmed .
3870,0,Mr. Hampton had been living at a residence for AIDS patients in Beth Israel Hospital .,"Hampton , 39 , died in Beth Israel Hospital , Tipograph said ."
2586,0,"A year earlier , it posted a profit of $ 102 million , or 13 cents a share .","That was more than double the $ 102 million , or 13 cents a share , for the year-earlier quarter ."
3825,1,Democrats currently hold a 17-15 advantage in the state 's congressional delegation .,The Texas congressional delegation now is 17-15 Democratic .
1955,0,"Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining , describing and indexing information contained in the database .","DB2 Cube Views automates the process of creating metadata by defining , describing , and indexing information in a database ."
1435,0,"We caught this ... and haven 't sent it into the blood supply , "" said Dr. Dale Towns , CBS Calgary medical director .",""" We 're delighted the testing has worked -- we caught this ... and haven 't sent it into the blood supply , "" said Dr. Dale Towns , Calgary medical director of CBS ."
1385,0,"The technology-laced Nasdaq Composite Index < .IXIC > added 8.27 points , or 0.51 percent , to 1,633.53 .","The broader Standard & Poor 's 500 Index .SPX crept up 4.3 points , or 0.44 percent , to 980.52 ."
2103,1,It would not affect economic damages such as lost wages or hospital bills .,"Economic damages , such as lost wages or medical costs , wouldn 't be capped under Bush 's plan ."
1970,0,"Andrew Sugden , an evolutionary biology expert and international managing editor of Science , described the find as a "" milestone . . . this research has broken the size barrier for rodents "" .","Andrew Sugden , an evolutionary biology expert and the international managing editor of Science , described the find as a "" milestone "" ."
3638,1,"The subjects were next given a squirt up the nose of a rhinovirus , the nasty little germ that causes colds .","Following their assessment , each volunteer received a squirt in the nose of rhinovirus the germ that causes colds ."
3267,1,PeopleSoft also said it expects the acquisition to close in the third calendar quarter of 2003 .,PeopleSoft said the JD Edwards acquisition would close in the third quarter .
1982,0,The conflict centers on a proposal to change a French unemployment fund for artists that takes into account their downtime between shows .,France has a unique unemployment fund for artists that takes into account their downtime between shows .
2555,1,"The latest attack came just two days after three suicide bombers drove a truck loaded with explosives into a government office complex in northern Chechnya , killing 59 people .","The attacks came two days after suicide bombers detonated a truck bomb in a Government compound in northern Chechnya , killing 59 ."
3592,1,"As envisioned by Breaux , the government would help pay for the first $ 3,450 in prescription drug costs .","Breaux outlined a plan Tuesday that would give seniors help with the first $ 3,450 in prescription drug costs ."
2036,1,"They have been identified by the Tarrant County Medical Examiner 's Office as Melena 's brother , Angel Melena , 25 , and Narcisco Del Angel Lozano , 34 .","The Tarrant County Medical Examiner 's Office has identified the deceased passengers at the scene as Angel Melena , 25 , and Narcisco Del-Angel Lozano , 34 ."
2560,0,Wells Fargo and Quicken Loans couldn 't be reached for comment Wednesday afternoon .,"Wells Fargo was not available for comment , and a Quicken Loans spokeswoman declined immediate comment ."
163,1,"She claimed all the babies were born full-term and died within hours , he said .",""" What she told our investigators was that all the babies were born full-term and then died within hours , "" Hughes said ."
2824,1,"Evacuation went smoothly , although passengers weren 't told what was going on , Hunt said .","Passengers were evacuated smoothly , although they were not told what was going on , he said ."
3050,1,"Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines , when necessary -- to move the inconvenienced passengers .",Delta personnel at Atlanta 's Hartsfield-Jackson International Airport scrambled all day to find alternate flights -- including seats on other airlines -- to move the inconvenienced passengers .
487,0,"NBC probably will end the season as the second most popular network behind CBS , although it 's first among the key 18-to- 49-year-old demographic .","NBC will probably end the season as the second most-popular network behind CBS , which is first among the key 18-to-49-year-old demographic ."
2911,0,"Claudette , the first hurricane of the Atlantic storm season , hit the mid-Texas coast July 15 with 85-mph wind .","Claudette , the first hurricane of the Atlantic storm season , hit the mid-Texas coast July 15 , classified as a Category 1 hurricane with maximum sustained winds of 85 mph ."
2972,0,"Earlier Friday , Taiwan reported 55 new cases but no new deaths .","Yesterday , Taiwan reported 65 new cases , its biggest one-day increase yet ."
3097,1,United Nations Secretary-General Kofi Annan suggested on Monday that the United States should lead a multinational force to stop fighting between government forces and rebels in Liberia .,U.N. Secretary-General Kofi Annan on Saturday called for the urgent dispatch of a multinational force to Liberia to halt fighting between government and rebel forces that has killed hundreds .
815,1,"The company is working with the ObjectWeb consortium , Apache Software Foundation and the Eclipse IDE development community as part of the effort .","This framework will be based on the company 's work with the ObjectWeb consortium , Apache Software Foundation and the Eclipse IDE community ."
743,1,"The cleanup , including new carpeting , electrical wiring and bathrooms , cost about $ 130 million .","The $ 130 million cleanup included new carpet , electrical wiring and bathrooms ."
1483,0,"Acting Police Chief Francisco Ortiz said the explosion was being treated as a criminal matter , but no possibility had been ruled out .",Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter .
2400,0,"Aileen Boyle , a Simon & Schuster spokeswoman , declined to comment on any potential legal action .",Simon & Schuster declined comment on the potential lawsuit and would not confirm the contents of the story .
1972,0,The 4th U.S. Circuit Court of Appeals has unsealed a heavily edited transcript of the June 3 court session where classified evidence was discussed out of public earshot .,"The 4th U.S. Circuit Court of Appeals in Richmond , Va . , released the edited transcript of a closed hearing June 3 , which followed a public proceeding ."
3578,1,"Druce will face murder charges , Conte said .",Conte said Druce will be charged with murder .
413,1,""" We 're confident that the new leadership will take responsibility for the past actions of the Archdiocese of Boston , "" Lincoln said .",""" We are confident that the new leadership in Boston will be willing to take responsibility for the past actions of the archdiocese , ' said Lincoln . """
1732,0,"For proof , look no further than this week 's Consumer Electronics Show ( CES ) in Las Vegas .",The company is expected to unveil the console on Thursday at the Consumer Electronics Show ( CES ) in Las Vegas .
3939,1,U.S. officials say Hussein loyalists do not require high-technology eavesdropping devices to gather substantial amounts of information on the activities of American officials .,U.S. officials say operatives loyal to the ousted Saddam government do not require hightechnology eavesdropping devices to gather substantial amounts of information on the activities of American officials .
3019,0,The announcements were made at the International Broadcasting Convention ( IBC ) in Amsterdam .,"The submission was on Monday , but the announcement was made Friday at the International Broadcasting Convention in Amsterdam ."
2016,1,"FCC Chairman Michael Powell said in a statement that the ruling would "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . ""","He added that the decision will "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . """
1303,1,"PC-related products were the strongest sector in July , with microprocessors up 5.6 % and DRAMs up 8.2 % from June , the industry group said .","PC-related products were the strongest sellers , with microprocessors up 5.6 percent and DRAMs up 8.2 percent , the SIA said ."
820,0,She said he persisted and she eventually allowed him to fix her bike while she sat in the front seat of his car .,"She said she eventually allowed him to fix her bike while she sat in his car , and they chatted ."
3965,1,"Powell 's rendition of the third conversation made it more incriminating , by saying an officer ordered that the area be "" cleared out . ""","Powell 's version made it seem more sinister when he said an officer on the tape ordered that the area be "" cleared out . """
2578,0,"Cable high-speed lines increased 32.2 percent to 243,143 .","For the full year , high-speed ADSL increased by 64 percent ."
1759,1,"Mr Kenny and the Hicks family 's American lawyer , Michael Ratner , are trying to get access to Mr Hicks before he faces a planned military tribunal .","Mr Kenny and the family 's American lawyer , Michael Ratner , want access to Hicks before he faces a military tribunal ."
982,0,"The life expectancy for boys born in 2001 was 74.4 years , up two years since 1990 .","According to the report , average life expectancy has increased by nearly two years since 1990 ."
1289,1,""" His advice to the House Republicans is to pass it , to send it to him , so he can sign it . ""","The president 's "" advice to the House Republicans is to pass it , to send it to him , so he can sign it , "" said White House spokesman Ari Fleischer ."
1803,1,A tradition of Labor Day racing was established long ago in the Inland Empire .,There is a tradition of Labor Day racing in the Inland Valley .
2129,1,Two Atlanta companies that have not been accused of wrongdoing -- Delta Air Lines Inc. and the Home Depot -- were mentioned as having excessive pay packages for its CEOs .,Two Atlanta-based companies that have not been accused of wrongdoing -- Delta Air Lines and Home Depot -- were also mentioned by witnesses as having excessive pay packages for CEOs .
3686,0,""" I think we should leave them as they are , "" said Lott , R-Miss . , of the current ownership rules during a Senate Commerce Committee hearing .",""" I think we should hesitate , "" Olympia Snowe , R-Maine , said at a Senate Commerce Committee hearing ."
3707,1,"PeopleSoft , of Pleasanton , California , said the deal would increase its 2004 earnings , excluding amortization and other items .","But PeopleSoft said the new deal should add to its 2004 earnings , excluding amortization and other items ."
2061,0,"Combined , the companies will have about $ 2.8 billion in annual revenues , 13,000 employees and more than 11,000 customers in 150 countries .","The deal creates a company with about $ 2.8bn in annual revenues with 13,000 employees and 11,000 customers ."
1602,1,"Overture 's listings are generated by more than 100,000 advertisers who bid for placement on keywords relevant to their business .","Overture generates its search listings from more than 100,000 advertisers who bid for placement on keywords relevant to their business ."
1565,0,Pines said he would convene the relevant party bodies within 10 days to discuss whether new elections would be held or whether a temporary leader would be appointed .,Mitzna and party secretary Ophir Pines agreed to convene party organizations within 10 days to discuss whether new primaries would be held or a temporary leader appointed .
4025,1,"The suspected militants ambushed the convoy Saturday near the town of Spinboldak , said U.S. military spokesman Lt. Col. Douglas Lefforge .","The suspected militants ambushed the convoy near the town of Spinboldak , U.S. military spokesman Lt. Col. Douglas Lefforge said Sunday , a day after the attack ."
2815,1,"In 2001 , President Bush named Kathleen Gregg one of six appointees to the Student Loan Marketing Association , the largest US lender for students .","In 2001 , President Bush named her to the Student Loan Marketing Association , the largest U.S. lender for students ."
886,1,"Shares of MONY were gaining $ 2.57 , or 9 % , to $ 31.90 in after-hours trading on Instinet .",MONY shares rose 8.76 per cent to $ 31.90 in after-hours trading in New York .
209,0,"Sun was the lone major vendor to see its shipments decline , falling 2.9 percent to 59,692 units .","IBM ( NYSE : IBM ) was the fastest-growing vendor , with sales jumping 37 percent to 220,000 units ."
1364,0,The hall will be home to the Los Angeles Philharmonic and the LA Master Chorale .,The Los Angeles Master Chorale and the Los Angeles Philharmonic Brass Ensemble also performed .
3548,1,No rabies vaccine is available for humans in Zimbabwe and if it was it would be too expensive for most bitten by infected dogs .,"Health professionals say there is no rabies vaccine for humans in Zimbabwe and , even if it was available , it is too expensive for most bitten by infected dogs ."
2978,1,"Since December 2002 , Evans has been the vice chair of the U.S. Chief Information Officers Council .",Evans is also the vice-chairman of the Federal Chief Information Officers Council .
2776,0,"The discoveries came a day after a package bomb burst into flames in the Bologna , Italy home of EU Commission President Romano Prodi , who was not injured .","The discoveries came after a package bomb went off in the Bologna , Italy home of EU Commission President Romano Prodi on Sunday ."
1725,0,"Marissa Jaret Winokur , as Tracy , won for best actress in a musical .","Newcomer Marissa Jaret Winokur in "" Hairspray "" bested Broadway veteran Bernadette Peters in "" Gypsy "" for best actress in a musical ."
380,1,"But Close wondered whether the package would be worth the cost of licensing the third-party software , along with Salesforce.com 's rental price .","Close also questions whether it would be worth the cost of licensing third-party software , along with Salesforce.com 's rental price ."
3829,1,The company also became synonymous with ethical business practices .,Levi became known for ethical business practices .
4001,1,"Whitey Bulger is now on the law enforcement agency 's "" 10 Most Wanted "" list alongside Osama bin Laden .","A former FBI informant , Whitey Bulger is now on the agency 's "" Ten Most Wanted "" list alongside Osama bin Laden ."
2691,1,"Two astronomers surveying the region around Jupiter have detected 20 new moons , bringing the giant planet 's total to 60 .","Astronomers have clocked eight more moons orbiting Jupiter , bringing its known total to 60 ."
4052,1,""" The anticipated global sales improvement in the month of June did not materialize , "" said Chief Financial Officer Robert Rivet .",""" The anticipated global sales improvement in the month of June did not materialize as we had anticipated , "" the company said ."
1539,1,"But the Russell 2000 index , the barometer of smaller company stocks , had a weekly gain of 3.71 , or 0.9 percent , closing at 418.40 .","But the Russell 2000 , the barometer of stocks of smaller companies , had a weekly gain of 3.71 , or 0.9 percent , closing at 418.40 ."
3830,1,"Peterson , 27 , was eight months pregnant when she disappeared in the days before Christmas .",Peterson was almost eight months pregnant when she was reported missing .
2800,0,"Other retailers that will be affected are Argos , part of GUS , and privately owned Littlewoods .","The other main electrical goods retailers are Argos , part of GUS , privately owned Littlewoods and PowerHouse ."
1860,0,"Shelley 's office reported Friday that 575,926 signatures have been reported to him .","Shelley 's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far ."
1473,0,"The 30-year bond < US30YT = RR > was down 10 / 32 for a yield of 4.91 percent , up from 4.89 percent late Thursday .","The 30-year bond was down 14 / 32 to yield 4.92 percent , up from 4.89 percent on Thursday but off an earlier yield high of 4.95 percent ."
3515,1,The United States only agreed to let the agency back into Iraq after repeated warnings by IAEA chief Mohamed ElBaradei .,Washington only agreed to let the U.N. mission into Iraq after repeated warnings by IAEA chief Mohamed ElBaradei .
1908,1,More than 6 percent of men on the drug developed high-grade tumors compared with 5.1 percent on placebo .,"They found that 6.4 percent of men on finasteride had high-grade tumors , compared to 5.1 percent taking a placebo ."
808,0,"The Pentagon , saying that Boykin requested it , is investigating his remarks .",The Pentagon has begun an official investigation into Boykin 's remarks .
3890,1,Russian and Saudi officials on Monday signed a five-year agreement on cooperation in the oil and gas sector .,"After talks , Russian and Saudi energy ministers signed a five-year agreement on cooperation in the oil and gas industry ."
364,0,Bloomberg said on Wednesday that all 16 crew members survived and would be tested for drugs and alcohol .,He said the ferry 's crew will be interviewed and tested for drugs and alcohol .
905,1,"However , John Clare , chief executive of the Dixons Group , expressed his disappointment .","John Clare , Dixons chief executive , objected to the Commission 's findings ."
3953,0,"Last month , The Washington Post Co. introduced Express , a tabloid distributed largely along transit routes .",Last month The Washington Post also launched a free tabloid aimed at younger readers called the Express .
630,1,"In a statement later , he said it appeared his side may have fallen a bit short .","Zilkha conceded in a statement issued today that his group may have fallen "" a bit short . """
2054,1,""" Arifin has disclosed to the I.S.D. that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand , "" the statement said .",""" Arifin has disclosed . . . that he is involved with a group of like-minded individuals in planning terrorist attacks against certain targets in Thailand ."
3693,1,At least 29 American troops have been killed in action since Bush declared major combat over on May 1 .,Some three dozen American and British troops have been killed since Bush declared major combat over in Iraq on May 1 .
1232,1,"Two of the Britons , Sandy Mitchell from Glasgow and Glasgow-born William Sampson , face the death penalty .","Sandy Mitchell , 44 , from Kirkintilloch , Glasgow , and William Sampson , a British citizen born in Glasgow , face beheading in public ."
232,0,Microsoft fell 5 percent before the open to $ 27.45 from Thursday 's close of $ 28.91 .,Shares in Microsoft slipped 4.7 percent in after-hours trade to $ 27.54 from a Nasdaq close of $ 28.91 .
3292,1,"The league said it is not taking a position on whether Governor Gray Davis should be recalled in the Oct. 7 voting , and will not endorse a replacement candidate .",The group said it is not taking a position on whether Davis should be recalled and will not endorse a replacement candidate .
2360,0,A number of conflicting standards and media formats exist today making the digital home complex to set-up and manage .,"However , the group points to a number of conflicting standards and media formats ."
2322,1,Quattrone is accused of obstructing justice by helping to encourage co-workers in an e-mail to destroy files on lucrative investment banking deals .,"Quattrone is accused of attempting to obstruct justice by endorsing that e-mail , which encouraged co-workers to destroy files on profitable investment banking deals ."
3675,1,The number of injured dropped to 2.92 million in 2002 from 3.03 million a year earlier .,"At the same time , the number of injuries dropped , from 3.03 million in 2001 to 2.92 million in 2002 ."
2843,0,Altria shares fell $ 1.17 to $ 42.51 and were the Dow 's biggest percent loser .,"Its shares fell $ 9.61 to $ 50.26 , ranking as the NYSE 's most-active issue and its biggest percentage loser ."
215,1,"The statistical analysis was published Tuesday in Circulation , a journal of the American Heart Association ( news - web sites ) .",Their findings were published Monday in Circulation : The Journal of the American Heart Association .
1035,1,Defense Secretary Donald Rumsfeld and other top Pentagon officials downplayed Wallace 's comments .,"The Defence Secretary , Donald Rumsfeld , and other top Pentagon officials played down his comments ."
357,1,Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch .,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch .
523,0,"It 's also a strategic win for Overture , given that Knight Ridder had the option of signing on Google 's services .","It 's also a strategic win for Overture , given that Knight Ridder had been using Google 's advertising services ."
3482,1,"Yesterday , Taiwan reported 35 new infections , bringing the total number of cases to 418 .","The island reported another 35 probable cases yesterday , taking its total to 418 ."
623,1,"A member of the chart-topping collective So Solid Crew dumped a loaded pistol in an alleyway as he fled from police , a court heard yesterday .","A member of the rap group So Solid Crew threw away a loaded gun during a police chase , Southwark Crown Court was told yesterday ."
1197,0,Cabrera was called up to help in left field because Todd Hollandsworth has not been productive .,Cabrera was called up Friday from Double A Carolina and started in left field .
3928,1,""" This moves us a lot closer to saying that the foam can do this kind of damage , "" said Hubbard , a member of the Columbia Accident Investigation Board .",""" I think this moves us a lot closer toward saying that foam can do this kind of damage , "" Hubbard said ."
3738,1,""" This blackout was largely preventable , "" U.S. Energy Secretary Spencer Abraham said at a briefing on the report .",""" This blackout was largely preventable , "" said Spencer Abraham , US energy secretary ."
3325,1,"The Smyrna Nissan plant was recently named the most productive automotive manufacturing site in North America , said Kisber .","Last week , a national study ranked Nissan 's Smyrna plant the most productive in North America ."
473,1,Sendmail said the system can even be set up to permit business-only usage .,"The product can be instructed to permit business-only use , according to Sendmail ."
206,1,He is charged in three bombings in Atlanta _ including a blast at the 1996 Olympics _ along with the bombing in Alabama .,He is charged in three bombings in Atlanta including a blast at the 1996 Olympics and one in Alabama .
152,1,"In two new schemes , people posing as IRS representatives target families of armed forces members and e-mail users .",Two new schemes target families of those serving in the military and e-mail users .
3698,1,He was sentenced to five years in prison at at Kingston Crown Court yesterday after pleading guilty to the attempted abduction of a teenager .,"Former postal worker , Douglas Lindsell , was sentenced yesterday at Kingston Crown Court after pleading guilty to attempting to abduct a young girl ."
2873,0,Officials with the rebel group Liberians United for Reconciliation and Democracy could not be reached for comment Saturday .,"The main rebel force , the Liberians United for Reconciliation and Democracy , fears a peacekeeping force could bolster Taylor ."
1766,1,"After he was led into the execution chamber and strapped to a gurney , Swisher raised his head and appeared to smile as his spiritual adviser spoke to him .","After he was led into the execution chamber and strapped to a gurney , Swisher raised his head and appeared to smile as the prison chaplain spoke in his ear ."
940,1,The FBI is trying to determine when White House officials and members of the vice president ’ s staff first focused on Wilson and learned about his wife ’ s employment at the agency .,The FBI is trying to determine when White House officials and members of the vice president 's staff focused on Wilson and learned about his wife 's employment .
1457,1,"But they are split over whether the Fed will acknowledge risks are tilted toward weakness , or say they are balanced .",Wall Street is debating whether the central bank will say risks are tilted toward weakness or balanced with inflation .
769,0,"Two weeks later on New Year 's night , Nikia Shanell Kilpatrick was discovered bound and strangled in her apartment .","On Jan. 1 , Nikia Shanell Kilpatrick , who was pregnant , was found bound and strangled in her apartment ."
853,1,"It also faces significant regulatory delays and uncertainty , and threatens serious damage to the company 's business , he added .",""" It is highly conditional , faces significant regulatory delays and uncertainty , and threatens serious damage to our business . """
3666,0,Dallas Coach Don Nelson declared Nowitzki 's status as doubtful .,Coach Don Nelson declared Nowitzki out at the team 's morning shootaround .
2918,1,"Scruggs , who did not testify , was cleared of a second charge of failing to provide her son with proper medical and psychological care .",The six-member jury cleared Scruggs of a second charge that accused her of failing to provide her son with proper medical and psychological care .
131,0,Police warned residents on Friday not to travel alone and to avoid convenience stores and service stations stores at night .,Police advised residents Friday not to travel alone to convenience stores and to be watchful .
891,0,""" We continue to work with the Saudis on this , but they did not , as of the time of this tragic event , provide the additional security we requested . """,""" But they did not , as of the time of this particular tragic event , provide the security we had requested , "" Mr Jordan said ."
3001,1,"Available in June , Bare Metal Restore 4.6 costs $ 900 per Windows client and $ 1,000 per Unix client for new customers .","Bare Metal Restore 4.6 will be available in mid-June , said Veritas , and will cost $ 900 per Windows client and $ 1,000 per Unix client ."
1658,0,Hoy confirmed the woman 's age Tuesday and said she has left on vacation with her family .,"Hoy confirmed the woman 's age Tuesday and said she was on vacation with her family , but is expected to return this week ."
3248,1,A picture of the doctor 's son holding the guitar appeared in the National Enquirer just two weeks after George died .,A photograph of the doctor 's son holding the guitar appeared in the National Enquirer two weeks after Harrison 's death .
716,1,The Swiss franc rose nearly a third of a centime against the dollar and was last at 1.2998 < CHF = > to the greenback .,The Swiss franc rose three quarters of a percent against the dollar and was last at 1.2980 to the greenback .
2835,1,"Shares in Berkeley-based Xoma lost 77 cents , or 14 percent , to close at $ 4.72 each in trading on the Nasdaq Stock Market .","The share price of Berkeley-based Xoma lost 73 cents a share , or 13 percent , to $ 4.76 in afternoon trading on the Nasdaq Stock Market ."
2596,0,"Ryland Group ( nyse : RYL - news - people ) , a homebuilder and mortgage-finance company , sank $ 9.65 , or 11.6 percent , to $ 73.40 .","Swedish telecom equipment maker Ericsson ( nasdaq : QCOM - news - people ) jumped $ 2.88 , or 15.7 percent , to $ 21.28 ."
2855,1,"They found that 6.4 percent of men on finasteride had high-grade tumors , compared with 5.1 percent taking a placebo .","About 18 percent of men taking finasteride developed prostate cancer , compared with 24 percent on placebo ."
1491,1,Shares of the Smithfield rose more than 8 percent as the company said it expected the transaction to boost earnings immediately .,Smithfield shares rose more than 8 per cent yesterday as the company said it expected the transaction to boost earnings immediately .
