idx,label,sentence
2163,1,Jean moved the table.
1696,0,Half the doctor that Maxwell's father was sat down.
2294,0,The witch turned him from a prince.
1007,0,That few boys came upset any of the teachers.
3230,0,The Romans destroyed the city from a capital into a ruin.
6170,1,She made the outrageous claim that tuna flavored milkshakes are good for you.
4746,1,Which version did they recommend?
6191,1,I wonder what John kissed.
6599,1,Jack may be and Tony certainly is a werewolf.
8159,1,The bears sniff
8091,1,Andrew likes lard on his sandwiches
7682,1,John believes Bill to have visited Mary.
110,1,"It is not entirely clear if the more you eat, the less you want."
3095,1,The dog barked.
1006,1,I showed few boys any of the books.
5527,1,The table is longer than the door is wide.
8284,0,Aphrodite wanted to live and Ishtar tried to do
2996,1,That the clown had a red nose amused the children.
3042,1,Wanda taught the students that the earth was round.
7161,1,This girl in the red coat will put a picture of Bill in the mailbox before tomorrow.
8060,1,Agamemnon attempted to behave well.
7500,0,We think for Bill left.
7427,0,"Yes, she used."
1221,0,"The money which I am discussing the claim that the company squandered amounts to $400,000."
1829,0,I don't know the boy the flowers who Mary gave to.
3418,1,The phone company billed me $10.
1184,1,The shooting of the prisoners shocked me.
2749,0,Carmen obtained a spare part to Mary.
5423,1,We made enough pudding to last for days.
5259,1,Would the men not enjoy that?
1630,0,How brave Mike is cowardly and Sam is!
8256,1,I thought of the moon
3465,0,much bags is needed.
1071,1,These stories about himself worry John more than anything else.
866,1,"Mary claimed that eat cabbage, Holly wants to."
1836,1,"The cops spoke to him about that robbery yesterday, the janitor."
2727,0,We offered a job behind her.
1502,1,It was tomorrow that I promised that he would be there.
1172,0,I know a man who John is as tall as is.
2359,1,Selina touched the horse on the back.
8449,1,"For Jenny, I intended to be present."
514,1,Ions left the electrode.
8295,1,Did you drink the poison?
6165,1,What did Stacy say Becky bought?
3352,1,A serious accident happened yesterday.
5887,1,George gave Jessica the book.
8320,1,What did John buy?
1801,1,The socks are ready for you to announce that you will put them on.
3935,0,John disappeared Bill.
5421,1,Many are called; few are chosen.
8288,0,My mother hated myself
3221,1,The streets gushed with water.
4658,0,Everyone rumored that he was on his way out.
2311,1,I broke the twig and the branch apart.
6303,1,Calvin will strike himself and Otto will strike himself too.
18,0,They drank the pub.
7433,1,John will enthusiastically have been eating cake.
3125,0,Teresa bottle fed soy milk.
4441,1,John can be dancing.
2669,1,Nora sent the book from Paris to London.
5528,1,"Mary's happy about her work, and John's happy about his children."
7397,1,They are intense.
8373,1,Kick me!
419,1,Who do you think that Bill likes?
7671,1,John believes it to be obvious that Bill left.
4747,1,With what did the baby eat the food?
1575,1,If he sees one; he'll bring me a hot dog.
5403,0,More of a man is here.
6331,1,Heidi said that pictures of herself were embarrassing.
7871,1,That monkey is eating the banana.
7112,1,"Pat has become crazy, and Chris an incredible bore."
4527,0,"They can't do it, can he?"
7857,0,Which poem did you hear those recitals of last night?
7537,0,John believes that Mary saw himself.
1542,0,John is prouder of having gone than John expected me not to believe he would be.
2021,0,Jake shipped the box at Carson.
6200,1,Who loves whom?
7833,1,Aphrodite freed animals
984,0,The problem knows easily.
2834,1,Alison poked the needle through the cloth.
7070,1,You and I may incriminate ourselves.
6046,0,Heidi investigated John ate the cauliflower.
3214,1,The room reeked of onions.
5595,1,Rosie loves magazine ads.
5,1,I'll fix you a drink.
2175,1,Joan knew the answer.
8499,1,Paul had two affairs
6594,1,A man just came in and a woman went out who were similar in all kinds of ways.
7284,1,Mary should buy some flowers on Sunday.
6969,1,The fans got deliberately provoked by a rival group.
6676,1,Frank bought the piano for Jane.
6412,1,Every restaurant that advertises in any of these papers happens to have four stars in the handbook.
3455,1,The student was hoping for a tool.
4123,1,Students study English for 4 hours a day.
3561,1,I think learning English is not easy at all.
4602,1,The unidentified victim was apparently struck during the early morning hours.
4359,1,There is likely to be no student absent.
1348,1,Reports the height of the lettering on the covers of which the government prescribes should be abolished.
6797,1,"Slamming the door, he ran down the steps."
2752,1,Carmen purchased a dress at Bloomingdale's for $50.
6340,1,John thinks that most depictions of himself are wrong.
8107,1,"He'll no can do it, can he?"
8062,1,He thought that Dracula was the Prince of Darkness.
6684,1,Frank bought something for Jane.
7946,1,We donated a chopper to the new hospital
7055,0,To go and buying whiskey is not the solution to your problem.
1309,1,John has been captured by the cops and I'm afraid he'll talk.
1458,0,She did with her father away.
502,1,We would like John to win.
6606,1,"John gave Mary, and Joan presented to Fred, books which looked."
496,0,They tried all to like John.
1724,0,Joan plays and sings folk songs a wonderful old guitar from Spain.
2332,1,The jeweller copied the name on the ring.
3696,1,I am anxious that you should arrive on time.
1106,1,The shock touched off the explosion.
4966,1,That he has met the professor is extremely unlikely.
8015,0,She has kissed she.
5096,0,They caught her without a license is what happened.
4320,1,We believed there to be a fountain in the park.
3948,1,Clinton supported the health care bill.
471,1,I believed these students all to like John.
420,1,Who do you think that Bill believes to be innocent?
8338,1,Daniel became a blond.
5400,1,Harry got to be more of the celebrity.
1403,1,His offer will be taken advantage of.
5733,1,Clyde got a passionate love letter from Stacy.
5923,1,I feel it is unfortunate that television is so vulgar these days.
4146,1,He is the only person that I can rely on.
2814,1,Paula swatted Deirdre's back.
7293,0,Mary should buy some flowers some bread.
2535,1,Would the horse budge if you pushed?
2364,1,Alison poked Daisy's ribs.
6822,1,Alison drove the car.
7420,0,John studies carefully Russian.
6620,1,The truck spread the salt.
805,0,Mary reported he to have loved her.
7676,1,Bill cooked the rice.
5715,1,John paid a dollar for a head of lettuce.
6163,1,Becky bought the syntax book.
4266,1,It seems that John is honest.
6114,1,You walk.
584,1,The cup filled with water.
8534,1,The readings of Shakespeare satisfied me
7579,0,I like Mary and she does like Mary too.
7263,1,They know if Mary won.
4850,1,Fred will warn Martha that she should claim that her brother is patriotic.
2689,1,Amanda carried the package.
1555,1,"Tom ordered bacon, and Dick ordered lettuce, and I think that Harry ordered tomatoes."
7062,1,I've got to try and I've got to find that screw.
7801,1,There arrived a new actor.
3106,1,Cynthia gobbled the pizza down .
1083,1,I gave a gun to my brother which I had cleaned.
8478,0,Where did you disappear before you hid the gold?
3088,1,Ellen warned Helen.
2695,0,The package carried.
852,0,"Mary came to read Fred's story, and I also came to."
1579,0,"After ten ones had left, seven more soldiers came in."
6383,1,You may pick any flower except the rose.
5784,1,the book of poems from Blackwell with a red cover by Robert Burns takes a very long time to read.
575,1,The parcel reached John.
5246,0,Absolutely an owl hunts mice.
3709,0,I know the truth and that you are innocent.
5226,1,But these tickets are terrible!
1898,1,There is a hole in the rug which Toby bought in Boston.
4849,1,Joseph has forgotten how many matches he has won.
3639,1,The children were neither in their rooms nor on the porch.
2378,1,I sensed the eagerness in him.
7644,1,"Only Churchill remembered his giving the Blood, Sweat and Tears speech."
5243,0,"It isn't because Sue said anything bad about me that I'm angry, although she did say some bad things about me."
7085,0,Either Professor Swansong or the graduate students is going to proctor the exam.
6152,0,Louis was sent a book to.
3466,0,many evidence was provided.
7103,1,John didn't give the books to Mary and the papers to Sue.
2201,0,Tessa sprained.
1278,1,Tony has a Fiat and yearns for a tall nurse.
8398,1,Bill reading Shakespeare satisfied me
5462,1,I have six too many marbles.
5622,1,Everyone should be able to defend herself.
3763,1,She was sent a review copy of the book.
558,1,A bear inhabits the cave.
2310,0,Harriet alternated folk songs and pop songs together.
1790,0,This rock is too heavy for us to try to claim that we picked up.
7896,1,Jenny has eaten a cake.
901,1,Every town in every country I had to I visited.
2682,1,Nora brought the book to the meeting.
6844,1,Who did John send a book to?
5685,0,Susan bought her birthday some flowers.
4269,0,It tries to be warm in September.
779,1,Mary loves him.
5702,1,The big boy was kissed by the drooling dog.
305,0,This is a problem that you solve it and you'll be able to tell the folks up at corporate headquarters to buzz off.
3893,1,John kept him busy.
1405,1,Objection was taken to the length of our skirts.
7752,0,Dante accused
6915,1,This arch is supporting the weight of the tower.
265,1,"If you give him enough opportunity, every senator will succumb to corruption."
1841,0,"They let him go yesterday, he."
233,1,So much did you eat that everyone gasped.
4240,0,The committee hasn't yet made up their mind.
7868,0,She said Moya liked football.
4597,1,Nobody told them anything.
908,1,My uncle doesn't have a spouse but your aunt does and he is lying on the floor.
6867,1,What Harriet did was marry Mr Martin.
8232,1,No reading of Shakespeare satisfied me
2718,1,They lent a bicycle to me.
3072,0,Ellen talked Helen.
3799,1,That John passed surprised her.
8151,1,How quickly did you eat the cake?
7530,1,Mary's pictures of herself surprised Bill.
5716,1,Teenagers drive rather quickly.
6276,1,What did John want to eat?
6260,0,Louis begged Kate that she leave her job.
5234,1,He bought a Honda.
8178,1,He will can go
2117,1,Nixon's behavior gave Mailer an idea for a book.
964,0,John tries to meet not Mary.
5618,1,George sang to himself.
7610,1,Whom did Bill leave.
2766,1,Michelle kept the papers over the desk.
27,1,Bill followed the road into the forest.
6394,1,Every woman who heard the news contributed to the fund.
2239,1,Bake for 30 minutes.
7463,1,Didn't Sue pass her exam?
34,1,The toilet leaked through the floor into the kitchen below.
5126,1,I ate what John ate.
5214,0,Even Sue said anything.
1945,1,I didn't realize that it had rained and some crops had been destroyed.
3370,1,We abandoned the area.
6882,1,Bill went to London on Monday.
4890,0,The student met the senator John met Bill.
6909,1,Jim was happily chopping logs.
7907,1,That bottle of water might have.
2624,1,The king banished the general from the army.
524,1,The box contained the ball.
6686,1,What did Frank buy for Jane.
3642,0,Lee went to the store and crazy.
4777,1,Who DID put the book in the box?
3385,1,There jumped out of the box a little white rabbit.
6713,1,Mr Bingley became tired of Jane or Mr D'Arcy persuaded Mr.
4259,1,Mary persuaded John to fix the computer.
1580,1,Seven more soldiers came in after ten had left.
918,0,"Although I don't know which book Sam did, I do know which book Sally read."
6068,1,Rory will eat the muffins.
94,1,The chocolate melted onto the carpet.
7569,1,Bill's mother saw him.
3652,1,John read the book loudly.
3902,1,John deposited some money in the checking account and Mary did the same thing.
3015,0,Volunteers praise easily.
7603,1,Which picture of Bill did you put on his desk?
6750,1,Write a letter to Anne Elliott.
1253,1,You're going to hurt yourself one of these days.
7897,0,Moya played football with her
365,1,I resigned because Mary hired someone.
4140,1,The critique of Plato's Republic was written from a contemporary point of view.
3286,1,An old woman lived in the forest.
5396,1,He's fool enough to try it.
4063,1,Cohen proved that the continuum hypothesis was independent.
4626,1,They believe there to be a dragon in the wood.
6938,0,What she did was be very cold.
26,0,Harry coughed us into a fit.
2372,1,The inspector analyzed the building's soundness.
3401,0,The thief chased.
3933,1,That he won the election surprised everybody.
1566,1,It never occurred to Harvey that I might want to leave because he is insensitive to other people's desires.
5015,1,This doll is hard to see.
3677,1,The little boy hit the child with a toy.
4376,1,John couldn't leave the party.
1442,0,Is whether he played the piano known?
4348,0,It said that Kim was happy.
7490,0,I read these big three books.
690,0,John perfectly learned French immediately.
8128,0,I assumed to be innocent
4651,0,Kim is resembled by the model in nearly every detail.
1008,1,I was not reading a book when you came in.
6652,1,This large parcel is very heavy.
3207,1,The trees sang with birds.
6028,1,The cake was eaten.
4563,0,Tagalog is speaks in the Philippines.
6986,0,It's high time Fiona gets a job.
6666,1,The terrier savaged the burglar's ankles.
3315,0,An echoing voice rang out.
3442,1,Some sentences can go on.
5349,0,Mary speaks so much gently.
3872,1,John put his gold under the bathtub.
3947,1,Alice typed the letter.
6548,1,He was talkative and a bully.
5589,1,Doug blew up it.
3856,0,Among the guests were sitting my friend Louise.
1342,1,I suspect that the contract which I want to peruse before filing away the deed may some loopholes.
4066,1,John loves Bill.
1563,1,Jim will go if he feels good.
2074,1,Smith threw the first baseman the ball.
4278,1,There is likely to be a letter in the mailbox.
3529,1,They have no car.
3086,1,Ellen complained about the situation.
4452,1,They didn't leave any food.
4711,1,We cannot put up with the noise anymore.
4586,1,Never have I been spoken to so rudely!
7779,1,I intended for Jenny to be present.
235,1,So intelligent a dog did you buy that everyone gasped.
5765,0,Herself hit Heidi on the head with a zucchini.
4603,1,Targets can be observed at any angle.
6293,1,Pictures of himself always disturb Milo.
6865,1,Norman Lemming jumped off the cliff and so did William Lemming.
2063,1,A hefty sum of money came to him from his grandfather.
7687,1,John believes that Bill slept.
1143,1,He figured Ann out.
7171,1,John and Mary will play with Henry and with Sue.
2747,1,Carmen obtained the spare part.
8519,1,Which poet wrote which ode?
4704,1,Shirley seems to have Fred promoted.
1233,1,Max gave the car a shove.
4095,1,Free enterprise is compatible with American values and traditions.
1613,1,Ronald scoffs at the belief that he would run if nominated.
3522,1,The weather is lovely today.
5799,0,Susan did so the baker.
3477,0,the box contains little tool.
6111,1,She swatted him.
1429,0,The teacher who that the principal would fire was expected by the reporters is a crusty old jerk.
3632,1,"John might go home, so might Bill."
5492,1,I gave her so much.
7889,1,Benjamin gave the cloak and sent the book to Lee
8472,0,We all thought him was unhappy
5671,1,I spared him the trouble.
3388,1,He skated Penny around the rink.
7470,0,Henri arrived Bill.
800,0,Mary desired John to go abroad.
4573,1,Sam may have been being interrogated by the FBI.
6941,1,The dog chased the cat for days.
6752,0,"If did Emma leave Hartfield, Mr Woodhouse would be unhappy."
915,1,"While Bob read Fred, he didn't Dickens."
1628,1,How brave they must believe that you are!
2710,0,Packages drive easily.
8142,1,No one's mother had baked anything.
7277,0,For he to win the race would surprise them.
1504,1,Do you think that he sometimes went there alone?
7389,1,I saw the student of physics.
5256,0,Would each the men have been working?
772,0,Us love their.
2673,1,Nora sent books to children.
8260,1,I arranged for him to see her.
2580,1,Tamara poured water onto the plants.
6404,1,The President thanked every soldier who had fought in the.
2901,1,I broke those twigs and branches apart.
3634,1,If John can speak French fluently – which we all know he can – we will have no problems.
4528,1,"Kim can dance, and Sandy can, too."
5318,1,"Hate those who criticize Carter though he may, it doesn't matter."
7060,0,What did you say I go and got?
3440,1,"The handsome, tall man kicked the ball."
5722,1,Marian wonders if the package from Boston will ever arrive.
1708,0,The hardest that I ever knew a man who said that it had snowed was last January 12th.
7939,1,That picture of her pleases Jenny.
2997,1,To win the prize :would thrill me.
6575,0,To which city and which conference did Bill go to?
3490,1,No one knows how to tell from a good beer to a bad one.
7374,1,the student left.
5471,1,I've never known as strong a person as Louise.
4124,1,His friend learned dancing.
7180,1,"I borrowed large sums of money from the bank, and my sister stole large sums of money from the bank."
2297,0,Martha carved the piece of wood from a branch into a toy.
7908,1,I don't remember what all I said?
1569,1,I explained it to Bill that she was lying.
1440,0,Did that he played the piano surprise you?
1021,0,What does who admire?
4479,0,John believed Kim to leaving here.
5275,1,It is believed to be obvious by everyone that Fred is crazy.
5161,1,I was wondering in which pocket it was that Kim had hidden the jewels.
2616,0,The change pocketed.
8531,0,Anson believed to be happy.
3846,1,They parted the best of friends.
1887,1,Jack's pocket will have a hole in it.
3338,1,A ship appeared.
871,0,"Mary claimed that have eaten cabbage, Holly should."
2267,1,Martha carved a toy for the baby.
438,1,Mickey looked up them.
7365,0,It mattered with a telescope.
2344,1,Ida hunted for deer in the woods.
2182,0,The bicycle gave to me.
4056,1,John mentioned the issue to me.
5803,0,Two or boring books take a very long time to read.
3349,1,A valuable 13th-century manuscript recently vanished from the library.
7606,1,How much headway is he likely to make.
2798,1,Paula hit Deirdre on the back.
3150,0,The shock flinched Sharon.
8336,0,"Who had Poseidon run away, before the executioner murdered?"
6769,1,"Dr Jones habitually ate too much rich food, didn't he?"
1626,1,How brave everybody must think you expect me to believe he is!
7919,1,Anson became happy
894,1,Did Harry leave?
1820,0,Bill would be easy for it to become expensive for you to chat with in Moscow.
4699,1,Cancer is now thought to be unlikely to be caused by hot dogs.
8041,0,Anson kissed him
4415,0,John will kicked the ball.
4750,1,To which man did you talk?
2487,1,Sandra beamed.
4368,0,We persuaded the dentist to examine ourselves.
1079,1,Jean never reads this newspaper.
3663,1,They put the book in the box.
3296,1,A fire raged all through the mountains.
306,0,Those are the folks that you just solve this problem and you'll be able to put them on ice.
2946,0,David constructed me a house.
8477,0,The bears sniffs
2496,0,The children came their way to the party.
8306,1,Genie intoned the prayer
579,1,Water filled the cup high.
3211,1,The bell chimed the hour.
6709,1,A piano was given to Jane Fairfax by Frank Churchill.
1561,1,Mike will sing if you will sing.
7413,1,Beavers build dams.
3699,1,I wonder whether you'd be kind enough to give us information.
6732,1,Nurse Rooke has discovered where Anne Elliott stayed.
7645,1,"Only Churchill remembered himself giving the Blood, Sweat and."
1152,1,They gave the reports which he had brought with him to me.
5103,1,It was an explosion that you heard.
4646,1,Chris was handed a note.
668,1,I expect John to win and Harry to lose.
968,0,Mary runs often the marathon.
3513,0,He washed herself.
5371,0,Sally eats more the stuff.
456,1,There aren't many linguistics students here.
4173,1,Many of the people were dying of thirst.
1099,0,What table will he put the chair between and some sofa?
6756,1,The girls wondered who Mr Bennet had received in his library.
2897,1,I broke the twig off of the branch.
7517,1,Mary wrote a letter to him last year.
1213,1,Rutherford understands himself.
198,0,"The more he eats, the fatter he goes to a doctor when he gets."
7739,1,Gilgamesh hasn't left
833,1,I noticed him kissing Mary.
5509,0,She made such a much better reply.
3314,0,The magician echoed the music.
1192,1,I read that Bill had seen me.
5950,0,I think if John likes his beer.
4171,0,I read some book.
8342,1,I ate that.
4697,1,Over 120 different contaminants have been dumped into the river.
4724,1,The beans were grown by the gardener.
6398,0,Mary talked to any man or any woman.
822,1,John persuaded Mary to kiss him.
7814,1,I asked which king invaded which city.
975,1,The writers did so believe the boy.
8377,1,Julie maintained her own ideas over the course of the argument.
3512,1,He washed himself.
6027,0,The cat was having eaten.
3122,1,Teresa bottle fed the baby.
5010,0,To please John is ready.
6471,1,That evening John laughed with anybody he talked to.
1052,1,Someone attended every seminar.
3560,0,The his jobs are in jeopardy.
6551,0,John is easy to please and to love Mary.
256,0,"The more that pictures of himself appear in the news, the more likely John is to get arrested."
5401,0,He's enough of the coward to pull the trigger.
4085,1,We believe that the directors were present.
2961,1,Sandy sang a song.
2433,1,Columbus believed the earth to be round.
844,1,"I don't think Fred will, either."
8435,1,Has the potion not worked?
3387,1,Tom ran the soles off his shoes.
2167,0,The cat touched.
2892,1,I separated the cream from the milk.
447,1,John wonders what Mary bought.
4046,1,John intends to review the book.
4421,0,It may exist a man in the park.
1482,1,A review of this article came out yesterday.
6004,0,I want to should eat plums.
3508,1,Is the boy who holding the plate can see the girl?
3892,0,John placed him busy.
1499,1,Beans I don't like.
1648,0,I brought John a razor with which to shave myself.
2042,1,I shipped the package halfway to the Antarctic.
7895,1,The Emperor's every wish was immediately carried out.
6816,0,George both built the houses.
5678,1,I told the story to Daniel.
6611,1,Ethel was sitting at her desk.
8312,1,Paul had an affair
3233,1,The builders destroyed the warehouse.
4912,0,Every essay she's written and that I've read is on that pile.
5141,0,It is Kim whom Sandy relies.
616,1,John loaded the truck with bricks.
1297,0,Which quonset hut does the boy work in a skyscraper and the girl in?
615,1,John loaded the bricks onto the truck.
7240,1,The fact that John is snoring is informative.
8408,1,"Ron failed biology, unfortunately"
1111,0,I'm going to call somebody who is.
48,0,The car honked down the road.
3940,1,The lasagna tasted delicious.
5912,1,Yuko rubbed the pizza with a garlic clove.
6162,1,He is believed to have been at the game.
835,0,There was known to everyone.
6977,1,This sweater washes well.
3197,0,Children poison easily.
1121,1,I found to be delicious some fruit which I picked up on the way home.
8110,1,He's bound to should do it
7366,1,I covered the bread with butter.
3331,1,The river runs from the lake to the sea.
4532,0,"Kim wanted to go and Sandy wanted, too."
6698,1,Eleanor blamed Willoughby for Marianne's unhappiness.
2446,1,There developed a problem.
4358,0,There are likely to be no student absent.
1486,1,"Ann is going to send a picture of Chairman Mao to her teacher, as soon as she gets home."
2164,0,Jean moved at the table.
286,0,"He seems to become more corrupt, as any senator talks to more lobbyists."
7667,1,John convinced Bill to sleep.
7096,1,"A businessman will drink a martini to relax, and a health nut, a glass of wine, just to remain healthy."
6733,1,Nurse Rooke suspected that Mrs Clay planned to run away with.
4101,0,My morning routine features swim free styles slowly for one hour.
7265,1,They prefer for Mary to leave.
398,0,How do you wonder which problem to solve?
5319,1,Would John hate that?
7633,1,Several people seem several people sick.
7957,1,Benjamin said he would run away and he did.
4138,1,"In the book, he talks about his ups and downs at school."
7248,1,John asked whether she left.
1497,1,I promised that tomorrow he would be there.
4199,1,The papers removed from the safe have not been found.
4283,0,There tried to be riots in Seoul.
1481,1,It is not true that it was obvious that it would confuse the guards for Herschel to throw a fit.
3412,1,I weighed the package.
393,1,It seems that it is likely that John will win.
1843,0,"I like beer, I."
2444,1,There is a flowering plant on the windowsill.
6197,1,I ate some popcorn and drank some soda.
5698,1,The man killed the king with the knife.
3269,0,Bill is drying the line with a lot of clothes.
6545,1,Who is it that Mary likes?
3172,1,Marlene dressed herself.
4015,1,He seems intelligent to study medicine.
2439,1,This bed was slept in by George Washington.
2240,0,Like the ice cream.
3587,1,The umpire called off the game.
6083,1,Calvin had been eating.
7755,1,Benjamin gave Lee the cloak and Nathan the chalice.
7554,0,I heard John's criticism of myself.
3974,0,Oliver mentioned Charles the problem.
3887,0,The senators be certain that the president is telling a lie.
2844,0,Carrie touched at the cat.
1720,1,Mary and an old friend who comes from Miami kissed.
4502,1,Lee will not leave.
6919,1,The climbers were killed with the intense cold.
4323,0,We believed it to try to leave the country.
5466,1,I have half a dozen too many of these marbles.
7487,1,John asked whether Bill left.
6365,1,A lion is usually majestic.
5362,1,He offers more than we had hoped for.
8171,0,The day snowed
1080,0,Jean reads never this newspaper.
7246,1,John knows that she left and whether she will come back.
6640,1,Into which room did Jeeves sauntered?
7642,0,Susan hopes her to sleep.
943,1,"While I might want to, this is the kind of thing that Harris has already suggested."
2241,0,Like after tasting.
239,1,He ate so much that he got sick.
1413,0,The persons on whom we kept tabs all proved to be innocent.
5411,1,I have much typing to do.
564,1,The man with a book.
8220,1,Jenny swallowed the fly
7743,1,She has kissed her.
2418,1,The middle class will gain from the new tax laws.
6308,0,"They want to hire someone who speaks a Balkan language, but I don't know which language."
7102,0,John didn't see Mary and Bill Sue.
5646,1,The man went to the store.
2134,1,Monica covered the baby with a blanket.
1028,1,Most guests will be offended if we don't invite some philosopher.
1953,0,Few writers and any playwrights meet in Vienna.
963,1,John tries not to meet Mary.
1567,0,"It never occurred to Harvey because he is insensitive to other people's desires that, I might want to leave."
5728,1,I mailed the sweater to Mary.
2520,1,The truck rumbled into the driveway.
6512,1,Different teams beat the Red Sox and were beaten by the Giants.
7559,0,Bill likes herself.
5597,1,Dana doubts that Drew believes I think Rosie loves magazine ads.
2590,1,Jessica loaded boxes into the wagon.
2568,1,I lifted the book onto the out of the box.
3161,1,My eyes are itching from the smoke.
8540,1,Nothing like that would I ever eat again.
8111,1,It might have cracked open
8122,1,The owl hated the evil bat and loved the wise eagle.
488,0,There is too likely to be a riot to be a serious discussion of the issues.
6253,1,Jean is reluctant.
3153,1,Sharon shivered at the thought of the cold sea.
4130,0,"After reading the pamphlet, Judy threw them into the garbage can."
4180,1,Some of the soup needs more salt.
4989,1,The fact that the scientists used the latest technology to verify was reported at the recent conference.
2608,1,Lora buttered the toast.
2526,0,They rumor that he left town.
4568,0,George is having lived in Toledo for thirty years.
4601,1,These lines were written by one of Korea's most famous poets.
302,0,"Which folks up at corporate headquarters do you think that the sooner you solve this problem, the quicker you'll be able to tell t to buzz off?"
5569,1,Mary swam as many more laps than Joan as Linda.
6100,1,That John will leave is likely.
8182,0,Odysseus attempted the helmsman to hear the sirens.
7982,1,Where Alison and David soaked their feet was in the kitchen
8246,0,The imposition of the government of a fine.
1991,1,That anybody ever left at all is not certain.
5798,1,Mika loved the policeman intensely and Susan did so half heartedly.
4965,0,Which professor did they meet someone who knows?
5040,1,It would be inconvenience for you to leave so soon.
7994,1,Gilgamesh has eaten the honey
3119,1,Cynthia munched on peaches.
2622,0,Doug removed at the scratches from the tabletop.
2126,1,It is very difficult to get an idea for a book simply from an interview.
1109,0,I ran a man who was old down.
1175,1,Mary has never kissed a man who is taller than John.
7954,1,There are many fish in the sea.
727,0,Bill is resembled by John.
5050,1,It surprised me that you came early.
1155,0,I insist on seeing through all the students who had started out the term in my class.
425,0,The children eat all chocolate.
6933,0,We are knowing this theory.
7212,1,What John became was deadly afraid of flying.
4526,0,"They can't do it, can't they?"
2739,1,Carmen bought a dress.
7912,1,I claimed that she was pregnant
1747,1,"Handsome though everyone expects me to try to force Bill to make Mom agree that Dick is, I'm still going to Marry Herman."
6122,1,She was kissed.
5896,0,John placed the flute.
3737,0,The tornadoes that tear through this county every spring is more than just a nuisance.
6835,1,Frank bought a piano for Jane.
7933,0,Gomez's photograph of Pugsley of Lucy's
6195,1,I liked Mary and John.
7787,1,We believed him to be the headmaster
2921,1,The jeweller printed the name under the picture.
583,0,The cup filled of water.
7875,1,Close the door!
2305,1,I confused Maria with Anna.
3018,1,I hunted game in the woods.
254,0,"The more pictures of himself appear in the news, the more likely John is to get arrested."
4824,1,The student protected him.
58,1,This building is taller and wider than that one.
765,1,The kids laughed themselves into a frenzy.
849,1,I consider Bill intelligent and I consider Sally not.
7188,0,"Before your, this girl in the red coat will put a picture of Bill on your desk before tomorrow."
1255,0,He said that himself was hungry.
1819,0,Bill would be easy for for you to chat with in Moscow to become expensive.
3742,1,The kids have arrived safely.
5725,1,The belief that syntactic theory reveals the inner structure of sentences emboldened the already much too cocky professor.
7822,1,That Plato loved Aster proved to be his undoing.
3065,1,Heather cabled for Sara to come.
3803,1,They wondered what she did yesterday.
5322,1,"Will Sally, after John comes home, take a shower?"
2828,0,Naughty children spank easily.
3759,0,A good friend is remained to me.
4791,0,Tom claimed how much money she had spent.
8046,1,Who ate the cake?
1376,0,How tall did Sheila marry a man?
5457,0,John isn't an any more reliable fellow than Bill.
2229,1,This machine records well.
36,1,Bill drank from the hose.
5824,1,The man standing over there's hat impressed me greatly.
8421,0,Who did Athena introduce who to?
7332,1,"I go, run, swim, jump, fly, crawl, dance, walk."
8352,0,She tried to left
5222,1,I'm sorry that he ever said anything.
1518,0,Buffy couldn't do 100 push ups and anybody laughed.
3858,1,The students all enjoyed that summer.
5596,1,I think Rosie loves magazine ads.
6343,1,John wants to congratulate himself.
8179,0,Medea seemed that has poisoned Jason.
5153,1,Being lovely to look at has its advantages.
5049,1,That you came early surprised me.
6007,0,Calvin could will eat the beef waffles.
5182,0,I don't have almost any potatoes.
818,0,They alleged many strangers to have been in that garden.
568,1,The rolling stone avoided the river.
4973,0,Which rebel leader did you hear Cheney's rumor that the CIA assassinated?
3220,1,Oil gushed from the well.
2957,0,He turned from a prince.
8136,1,Syntax is easy to pretend that you can teach.
4556,0,Ann may spent her vacation in Italy.
7092,1,"On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables."
6937,0,What she did was know this theory.
4155,0,Two drops sanitize anything in your house.
5002,1,It is easy to please John.
683,1,Mary will play the violin soon.
8513,1,The pig grunts
227,1,"Once Janet left, Fred became much crazier."
7758,0,The children wails
7272,1,Mary cuts the paper easily.
8541,1,Where has he put the cake?
4731,1,I got phoned by a woman friend.
6704,1,Too much salt damages vehicles.
6368,1,Any philosopher is sometimes wrong.
4023,0,These are similar with the bottles.
2750,1,Carmen obtained a spare part from Diana.
5309,0,"Because she's so pleasant, Mary I really like her."
8176,1,The amoeba coughed and then it fainted.
618,1,John fed the baby rice.
5735,1,He turned off the light.
8222,1,I have a book.
1653,0,Here's a razor for you to chop up these nuts with this cleaver and.
5899,1,Megan loves Kevin.
1693,1,Maxwell is more of a doctor than his son is.
7254,1,For the girl to put a picture there is what I prefer.
4541,0,"Mary sang a song, but Lee could never."
5948,1,I think John likes his beer.
1514,0,I never met that man who anybody tried to kill.
6147,0,Was sunk by the boat.
664,1,Mary considers John a fool and Bill a wimp.
5898,1,John put the book on the table with a pair of tongs.
6011,0,I might ate deep fried muffins.
3458,1,much equipment is needed.
3648,0,The monkey eager to leave the meeting.
3657,0,John sounded in the park.
4038,1,Joe warned the class that the exam would be difficult.
441,1,Mickey pointed out that Gary had left.
5549,0,Mary has more than just Bill and Pete friends.
4892,0,The student met the senator for John to meet Bill.
5904,1,It hailed.
